Time,Strain,Metabolite,Concentration,Date,Number,OD600
7.5,WT,Alanine,50.00,26.7.22,2,-0.00112
7.5,WT,Alanine,75.00,26.7.22,2,0.00235
7.5,WT,Alanine,100.00,26.7.22,2,0.00515
7.5,WT,Alanine,200.00,26.7.22,2,-0.00055
7.5,WT,Alanine,300.00,26.7.22,2,-0.00168
7.5,WT,Alanine,400.00,26.7.22,2,0.00048
7.5,WT,Alanine,500.00,26.7.22,2,-0.00105
7.5,152,Alanine,0.00,26.7.22,2,0.00805
7.5,152,Alanine,10.00,26.7.22,2,0.01135
7.5,152,Alanine,25.00,26.7.22,2,0.01085
7.5,152,Alanine,50.00,26.7.22,2,0.01315
7.5,152,Alanine,75.00,26.7.22,2,0.01002
7.5,152,Alanine,100.00,26.7.22,2,0.01322
7.5,152,Alanine,200.00,26.7.22,2,0.00805
7.5,152,Alanine,300.00,26.7.22,2,0.00705
7.5,152,Alanine,400.00,26.7.22,2,0.01122
7.5,152,Alanine,500.00,26.7.22,2,0.01228
8.0,WT,Alanine,0.00,26.7.22,2,0.00618
8.0,WT,Alanine,10.00,26.7.22,2,0.00191
8.0,WT,Alanine,25.00,26.7.22,2,0.00091
8.0,WT,Alanine,50.00,26.7.22,2,-0.00033
8.0,WT,Alanine,75.00,26.7.22,2,0.00201
8.0,WT,Alanine,100.00,26.7.22,2,0.00524
8.0,WT,Alanine,200.00,26.7.22,2,0.00008
8.0,WT,Alanine,300.00,26.7.22,2,-0.00083
8.0,WT,Alanine,400.00,26.7.22,2,0.00077
8.0,WT,Alanine,500.00,26.7.22,2,0.00031
8.0,152,Alanine,0.00,26.7.22,2,0.01124
8.0,152,Alanine,10.00,26.7.22,2,0.01458
8.0,152,Alanine,25.00,26.7.22,2,0.01398
8.0,152,Alanine,50.00,26.7.22,2,0.01528
8.0,152,Alanine,75.00,26.7.22,2,0.01274
8.0,152,Alanine,100.00,26.7.22,2,0.01431
8.0,152,Alanine,200.00,26.7.22,2,0.01061
8.0,152,Alanine,300.00,26.7.22,2,0.00937
8.0,152,Alanine,400.00,26.7.22,2,0.01314
8.0,152,Alanine,500.00,26.7.22,2,0.01511
8.5,WT,Alanine,0.00,26.7.22,2,0.00695
8.5,WT,Alanine,10.00,26.7.22,2,0.00102
8.5,WT,Alanine,25.00,26.7.22,2,-0.00042
8.5,WT,Alanine,50.00,26.7.22,2,-0.00155
8.5,WT,Alanine,75.00,26.7.22,2,0.00128
8.5,WT,Alanine,100.00,26.7.22,2,0.00468
8.5,WT,Alanine,200.00,26.7.22,2,-0.00135
8.5,WT,Alanine,300.00,26.7.22,2,-0.00205
8.5,WT,Alanine,400.00,26.7.22,2,0.00178
8.5,WT,Alanine,500.00,26.7.22,2,-0.00198
8.5,152,Alanine,0.00,26.7.22,2,0.01238
8.5,152,Alanine,10.00,26.7.22,2,0.01632
8.5,152,Alanine,25.00,26.7.22,2,0.01525
8.5,152,Alanine,50.00,26.7.22,2,0.01700
8.5,152,Alanine,75.00,26.7.22,2,0.01412
8.5,152,Alanine,100.00,26.7.22,2,0.01632
8.5,152,Alanine,200.00,26.7.22,2,0.01142
8.5,152,Alanine,300.00,26.7.22,2,0.00992
8.5,152,Alanine,400.00,26.7.22,2,0.01482
8.5,152,Alanine,500.00,26.7.22,2,0.01475
9.0,WT,Alanine,0.00,26.7.22,2,0.01067
9.0,WT,Alanine,10.00,26.7.22,2,0.00283
9.0,WT,Alanine,25.00,26.7.22,2,0.00107
9.0,WT,Alanine,50.00,26.7.22,2,0.00010
9.0,WT,Alanine,75.00,26.7.22,2,0.00363
9.0,WT,Alanine,100.00,26.7.22,2,0.00603
9.0,WT,Alanine,200.00,26.7.22,2,-0.00010
9.0,WT,Alanine,300.00,26.7.22,2,-0.00070
9.0,WT,Alanine,400.00,26.7.22,2,0.00217
9.0,WT,Alanine,500.00,26.7.22,2,-0.00023
9.0,152,Alanine,0.00,26.7.22,2,0.01647
9.0,152,Alanine,10.00,26.7.22,2,0.02160
9.0,152,Alanine,25.00,26.7.22,2,0.01983
9.0,152,Alanine,50.00,26.7.22,2,0.02190
9.0,152,Alanine,75.00,26.7.22,2,0.01830
9.0,152,Alanine,100.00,26.7.22,2,0.02133
9.0,152,Alanine,200.00,26.7.22,2,0.01547
9.0,152,Alanine,300.00,26.7.22,2,0.01370
9.0,152,Alanine,400.00,26.7.22,2,0.01787
9.0,152,Alanine,500.00,26.7.22,2,0.01883
9.5,WT,Alanine,0.00,26.7.22,2,0.01163
9.5,WT,Alanine,10.00,26.7.22,2,0.00216
9.5,WT,Alanine,25.00,26.7.22,2,-0.00011
9.5,WT,Alanine,50.00,26.7.22,2,-0.00124
9.5,WT,Alanine,75.00,26.7.22,2,0.00136
9.5,WT,Alanine,100.00,26.7.22,2,0.00176
9.5,WT,Alanine,200.00,26.7.22,2,-0.00124
9.5,WT,Alanine,300.00,26.7.22,2,-0.00188
9.5,WT,Alanine,400.00,26.7.22,2,0.00119
9.5,WT,Alanine,500.00,26.7.22,2,-0.00134
9.5,152,Alanine,0.00,26.7.22,2,0.01796
9.5,152,Alanine,10.00,26.7.22,2,0.02463
9.5,152,Alanine,25.00,26.7.22,2,0.02199
9.5,152,Alanine,50.00,26.7.22,2,0.02223
9.5,152,Alanine,75.00,26.7.22,2,0.02016
9.5,152,Alanine,100.00,26.7.22,2,0.02146
9.5,152,Alanine,200.00,26.7.22,2,0.01679
9.5,152,Alanine,300.00,26.7.22,2,0.01463
9.5,152,Alanine,400.00,26.7.22,2,0.01906
9.5,152,Alanine,500.00,26.7.22,2,0.01959
10.0,WT,Alanine,0.00,26.7.22,2,0.01434
10.0,WT,Alanine,10.00,26.7.22,2,0.00218
10.0,WT,Alanine,25.00,26.7.22,2,-0.00072
10.0,WT,Alanine,50.00,26.7.22,2,-0.00186
10.0,WT,Alanine,75.00,26.7.22,2,-0.00066
10.0,WT,Alanine,100.00,26.7.22,2,0.00494
10.0,WT,Alanine,200.00,26.7.22,2,-0.00179
10.0,WT,Alanine,300.00,26.7.22,2,-0.00263
10.0,WT,Alanine,400.00,26.7.22,2,0.00231
10.0,WT,Alanine,500.00,26.7.22,2,-0.00263
10.0,152,Alanine,0.00,26.7.22,2,0.02208
10.0,152,Alanine,10.00,26.7.22,2,0.02901
10.0,152,Alanine,25.00,26.7.22,2,0.02544
10.0,152,Alanine,50.00,26.7.22,2,0.02563
10.0,152,Alanine,75.00,26.7.22,2,0.02321
10.0,152,Alanine,100.00,26.7.22,2,0.02428
10.0,152,Alanine,200.00,26.7.22,2,0.01941
10.0,152,Alanine,300.00,26.7.22,2,0.01688
10.0,152,Alanine,400.00,26.7.22,2,0.02171
10.0,152,Alanine,500.00,26.7.22,2,0.02111
10.5,WT,Alanine,0.00,26.7.22,2,0.01858
10.5,WT,Alanine,10.00,26.7.22,2,0.00394
10.5,WT,Alanine,25.00,26.7.22,2,0.00008
10.5,WT,Alanine,50.00,26.7.22,2,-0.00096
10.5,WT,Alanine,75.00,26.7.22,2,0.00051
10.5,WT,Alanine,100.00,26.7.22,2,0.00724
10.5,WT,Alanine,200.00,26.7.22,2,-0.00122
10.5,WT,Alanine,300.00,26.7.22,2,-0.00196
10.5,WT,Alanine,400.00,26.7.22,2,0.00044
10.5,WT,Alanine,500.00,26.7.22,2,-0.00103
10.5,152,Alanine,0.00,26.7.22,2,0.02861
10.5,152,Alanine,10.00,26.7.22,2,0.03581
10.5,152,Alanine,25.00,26.7.22,2,0.03108
10.5,152,Alanine,50.00,26.7.22,2,0.03118
10.5,152,Alanine,75.00,26.7.22,2,0.02811
10.5,152,Alanine,100.00,26.7.22,2,0.02868
10.5,152,Alanine,200.00,26.7.22,2,0.02388
10.5,152,Alanine,300.00,26.7.22,2,0.02084
10.5,152,Alanine,400.00,26.7.22,2,0.02421
10.5,152,Alanine,500.00,26.7.22,2,0.02531
11.0,WT,Alanine,0.00,26.7.22,2,0.02253
11.0,WT,Alanine,10.00,26.7.22,2,0.00449
11.0,WT,Alanine,25.00,26.7.22,2,-0.00027
11.0,WT,Alanine,50.00,26.7.22,2,-0.00131
11.0,WT,Alanine,75.00,26.7.22,2,-0.00051
11.0,WT,Alanine,100.00,26.7.22,2,0.00259
11.0,WT,Alanine,200.00,26.7.22,2,-0.00144
11.0,WT,Alanine,300.00,26.7.22,2,-0.00241
11.0,WT,Alanine,400.00,26.7.22,2,0.00133
11.0,WT,Alanine,500.00,26.7.22,2,-0.00157
11.0,152,Alanine,0.00,26.7.22,2,0.03413
11.0,152,Alanine,10.00,26.7.22,2,0.04239
11.0,152,Alanine,25.00,26.7.22,2,0.03626
11.0,152,Alanine,50.00,26.7.22,2,0.03608
11.0,152,Alanine,75.00,26.7.22,2,0.03276
11.0,152,Alanine,100.00,26.7.22,2,0.03176
11.0,152,Alanine,200.00,26.7.22,2,0.02786
11.0,152,Alanine,300.00,26.7.22,2,0.02446
11.0,152,Alanine,400.00,26.7.22,2,0.02686
11.0,152,Alanine,500.00,26.7.22,2,0.02763
11.5,WT,Alanine,0.00,26.7.22,2,0.03148
11.5,WT,Alanine,10.00,26.7.22,2,0.00805
11.5,WT,Alanine,25.00,26.7.22,2,0.00212
11.5,WT,Alanine,50.00,26.7.22,2,0.00105
11.5,WT,Alanine,75.00,26.7.22,2,0.00152
11.5,WT,Alanine,100.00,26.7.22,2,0.00658
11.5,WT,Alanine,200.00,26.7.22,2,0.00082
11.5,WT,Alanine,300.00,26.7.22,2,0.00012
11.5,WT,Alanine,400.00,26.7.22,2,0.00168
11.5,WT,Alanine,500.00,26.7.22,2,0.00062
11.5,152,Alanine,0.00,26.7.22,2,0.04438
11.5,152,Alanine,10.00,26.7.22,2,0.05295
11.5,152,Alanine,25.00,26.7.22,2,0.04508
11.5,152,Alanine,50.00,26.7.22,2,0.04480
11.5,152,Alanine,75.00,26.7.22,2,0.04098
11.5,152,Alanine,100.00,26.7.22,2,0.03908
11.5,152,Alanine,200.00,26.7.22,2,0.03542
11.5,152,Alanine,300.00,26.7.22,2,0.03138
11.5,152,Alanine,400.00,26.7.22,2,0.03255
11.5,152,Alanine,500.00,26.7.22,2,0.03152
12.0,WT,Alanine,0.00,26.7.22,2,0.03668
12.0,WT,Alanine,10.00,26.7.22,2,0.00958
12.0,WT,Alanine,25.00,26.7.22,2,0.00158
12.0,WT,Alanine,50.00,26.7.22,2,0.00068
12.0,WT,Alanine,75.00,26.7.22,2,0.00111
12.0,WT,Alanine,100.00,26.7.22,2,0.00751
12.0,WT,Alanine,200.00,26.7.22,2,0.00021
12.0,WT,Alanine,300.00,26.7.22,2,-0.00046
12.0,WT,Alanine,400.00,26.7.22,2,0.00347
12.0,WT,Alanine,500.00,26.7.22,2,0.00104
12.0,152,Alanine,0.00,26.7.22,2,0.05248
12.0,152,Alanine,10.00,26.7.22,2,0.06211
12.0,152,Alanine,25.00,26.7.22,2,0.05231
12.0,152,Alanine,50.00,26.7.22,2,0.05193
12.0,152,Alanine,75.00,26.7.22,2,0.04734
12.0,152,Alanine,100.00,26.7.22,2,0.04428
12.0,152,Alanine,200.00,26.7.22,2,0.04084
12.0,152,Alanine,300.00,26.7.22,2,0.03618
12.0,152,Alanine,400.00,26.7.22,2,0.03771
12.0,152,Alanine,500.00,26.7.22,2,0.03488
12.5,WT,Alanine,0.00,26.7.22,2,0.04178
12.5,WT,Alanine,10.00,26.7.22,2,0.00974
12.5,WT,Alanine,25.00,26.7.22,2,-0.00016
12.5,WT,Alanine,50.00,26.7.22,2,-0.00126
12.5,WT,Alanine,75.00,26.7.22,2,-0.00079
12.5,WT,Alanine,100.00,26.7.22,2,0.00164
12.5,WT,Alanine,200.00,26.7.22,2,-0.00163
12.5,WT,Alanine,300.00,26.7.22,2,-0.00222
12.5,WT,Alanine,400.00,26.7.22,2,0.00094
12.5,WT,Alanine,500.00,26.7.22,2,-0.00226
12.5,152,Alanine,0.00,26.7.22,2,0.06144
12.5,152,Alanine,10.00,26.7.22,2,0.07141
12.5,152,Alanine,25.00,26.7.22,2,0.05931
12.5,152,Alanine,50.00,26.7.22,2,0.05898
12.5,152,Alanine,75.00,26.7.22,2,0.05338
12.5,152,Alanine,100.00,26.7.22,2,0.04988
12.5,152,Alanine,200.00,26.7.22,2,0.04588
12.5,152,Alanine,300.00,26.7.22,2,0.04031
12.5,152,Alanine,400.00,26.7.22,2,0.04124
12.5,152,Alanine,500.00,26.7.22,2,0.03681
13.0,WT,Alanine,0.00,26.7.22,2,0.04767
13.0,WT,Alanine,10.00,26.7.22,2,0.01167
13.0,WT,Alanine,25.00,26.7.22,2,-0.00063
13.0,WT,Alanine,50.00,26.7.22,2,-0.00160
13.0,WT,Alanine,75.00,26.7.22,2,-0.00090
13.0,WT,Alanine,100.00,26.7.22,2,0.00490
13.0,WT,Alanine,200.00,26.7.22,2,-0.00200
13.0,WT,Alanine,300.00,26.7.22,2,-0.00270
13.0,WT,Alanine,400.00,26.7.22,2,-0.00100
13.0,WT,Alanine,500.00,26.7.22,2,-0.00247
13.0,152,Alanine,0.00,26.7.22,2,0.07457
13.0,152,Alanine,10.00,26.7.22,2,0.08413
13.0,152,Alanine,25.00,26.7.22,2,0.06930
13.0,152,Alanine,50.00,26.7.22,2,0.06875
13.0,152,Alanine,75.00,26.7.22,2,0.06223
13.0,152,Alanine,100.00,26.7.22,2,0.05833
13.0,152,Alanine,200.00,26.7.22,2,0.05367
13.0,152,Alanine,300.00,26.7.22,2,0.04707
13.0,152,Alanine,400.00,26.7.22,2,0.04837
13.0,152,Alanine,500.00,26.7.22,2,0.04400
13.5,WT,Alanine,0.00,26.7.22,2,0.05574
13.5,WT,Alanine,10.00,26.7.22,2,0.01684
13.5,WT,Alanine,25.00,26.7.22,2,0.00171
13.5,WT,Alanine,50.00,26.7.22,2,0.00071
13.5,WT,Alanine,75.00,26.7.22,2,0.00131
13.5,WT,Alanine,100.00,26.7.22,2,0.00728
13.5,WT,Alanine,200.00,26.7.22,2,0.00007
13.5,WT,Alanine,300.00,26.7.22,2,-0.00033
13.5,WT,Alanine,400.00,26.7.22,2,0.00248
13.5,WT,Alanine,500.00,26.7.22,2,0.00014
13.5,152,Alanine,0.00,26.7.22,2,0.09258
13.5,152,Alanine,10.00,26.7.22,2,0.10151
13.5,152,Alanine,25.00,26.7.22,2,0.08398
13.5,152,Alanine,50.00,26.7.22,2,0.08308
13.5,152,Alanine,75.00,26.7.22,2,0.07514
13.5,152,Alanine,100.00,26.7.22,2,0.07048
13.5,152,Alanine,200.00,26.7.22,2,0.06538
13.5,152,Alanine,300.00,26.7.22,2,0.05738
13.5,152,Alanine,400.00,26.7.22,2,0.05858
13.5,152,Alanine,500.00,26.7.22,2,0.05328
14.0,WT,Alanine,0.00,26.7.22,2,0.06230
14.0,WT,Alanine,10.00,26.7.22,2,0.01830
14.0,WT,Alanine,25.00,26.7.22,2,-0.00010
14.0,WT,Alanine,50.00,26.7.22,2,-0.00107
14.0,WT,Alanine,75.00,26.7.22,2,-0.00057
14.0,WT,Alanine,100.00,26.7.22,2,0.00150
14.0,WT,Alanine,200.00,26.7.22,2,-0.00127
14.0,WT,Alanine,300.00,26.7.22,2,-0.00217
14.0,WT,Alanine,400.00,26.7.22,2,0.00207
14.0,WT,Alanine,500.00,26.7.22,2,-0.00173
14.0,152,Alanine,0.00,26.7.22,2,0.11053
14.0,152,Alanine,10.00,26.7.22,2,0.11740
14.0,152,Alanine,25.00,26.7.22,2,0.09667
14.0,152,Alanine,50.00,26.7.22,2,0.09480
14.0,152,Alanine,75.00,26.7.22,2,0.08630
14.0,152,Alanine,100.00,26.7.22,2,0.08093
14.0,152,Alanine,200.00,26.7.22,2,0.07420
14.0,152,Alanine,300.00,26.7.22,2,0.06537
14.0,152,Alanine,400.00,26.7.22,2,0.06633
14.0,152,Alanine,500.00,26.7.22,2,0.05940
14.5,WT,Alanine,0.00,26.7.22,2,0.07661
14.5,WT,Alanine,10.00,26.7.22,2,0.02441
14.5,WT,Alanine,25.00,26.7.22,2,0.00247
14.5,WT,Alanine,50.00,26.7.22,2,0.00154
14.5,WT,Alanine,75.00,26.7.22,2,0.00201
14.5,WT,Alanine,100.00,26.7.22,2,0.00694
14.5,WT,Alanine,200.00,26.7.22,2,0.00091
14.5,WT,Alanine,300.00,26.7.22,2,0.00021
14.5,WT,Alanine,400.00,26.7.22,2,0.00247
14.5,WT,Alanine,500.00,26.7.22,2,0.00041
14.5,152,Alanine,0.00,26.7.22,2,0.13538
14.5,152,Alanine,10.00,26.7.22,2,0.14138
14.5,152,Alanine,25.00,26.7.22,2,0.11628
14.5,152,Alanine,50.00,26.7.22,2,0.11293
14.5,152,Alanine,75.00,26.7.22,2,0.10248
14.5,152,Alanine,100.00,26.7.22,2,0.09671
14.5,152,Alanine,200.00,26.7.22,2,0.08941
14.5,152,Alanine,300.00,26.7.22,2,0.07858
14.5,152,Alanine,400.00,26.7.22,2,0.07978
14.5,152,Alanine,500.00,26.7.22,2,0.07228
15.0,WT,Alanine,0.00,26.7.22,2,0.09167
15.0,WT,Alanine,10.00,26.7.22,2,0.02723
15.0,WT,Alanine,25.00,26.7.22,2,0.00163
15.0,WT,Alanine,50.00,26.7.22,2,0.00070
15.0,WT,Alanine,75.00,26.7.22,2,0.00123
15.0,WT,Alanine,100.00,26.7.22,2,0.00303
15.0,WT,Alanine,200.00,26.7.22,2,0.00007
15.0,WT,Alanine,300.00,26.7.22,2,-0.00067
15.0,WT,Alanine,400.00,26.7.22,2,0.00217
15.0,WT,Alanine,500.00,26.7.22,2,-0.00033
15.0,152,Alanine,0.00,26.7.22,2,0.16160
15.0,152,Alanine,10.00,26.7.22,2,0.16473
15.0,152,Alanine,25.00,26.7.22,2,0.13583
15.0,152,Alanine,50.00,26.7.22,2,0.12945
15.0,152,Alanine,75.00,26.7.22,2,0.11810
15.0,152,Alanine,100.00,26.7.22,2,0.11173
15.0,152,Alanine,200.00,26.7.22,2,0.10280
15.0,152,Alanine,300.00,26.7.22,2,0.09047
15.0,152,Alanine,400.00,26.7.22,2,0.09197
15.0,152,Alanine,500.00,26.7.22,2,0.08297
15.5,WT,Alanine,0.00,26.7.22,2,0.11025
15.5,WT,Alanine,10.00,26.7.22,2,0.02968
15.5,WT,Alanine,25.00,26.7.22,2,0.00055
15.5,WT,Alanine,50.00,26.7.22,2,-0.00012
15.5,WT,Alanine,75.00,26.7.22,2,0.00032
15.5,WT,Alanine,100.00,26.7.22,2,0.00148
15.5,WT,Alanine,200.00,26.7.22,2,-0.00065
15.5,WT,Alanine,300.00,26.7.22,2,-0.00138
15.5,WT,Alanine,400.00,26.7.22,2,0.00245
15.5,WT,Alanine,500.00,26.7.22,2,-0.00098
15.5,152,Alanine,0.00,26.7.22,2,0.19288
15.5,152,Alanine,10.00,26.7.22,2,0.19265
15.5,152,Alanine,25.00,26.7.22,2,0.15908
15.5,152,Alanine,50.00,26.7.22,2,0.14930
15.5,152,Alanine,75.00,26.7.22,2,0.13605
15.5,152,Alanine,100.00,26.7.22,2,0.12838
15.5,152,Alanine,200.00,26.7.22,2,0.11868
15.5,152,Alanine,300.00,26.7.22,2,0.10398
15.5,152,Alanine,400.00,26.7.22,2,0.10608
15.5,152,Alanine,500.00,26.7.22,2,0.09585
16.0,WT,Alanine,0.00,26.7.22,2,0.13569
16.0,WT,Alanine,10.00,26.7.22,2,0.03463
16.0,WT,Alanine,25.00,26.7.22,2,0.00213
16.0,WT,Alanine,50.00,26.7.22,2,0.00143
16.0,WT,Alanine,75.00,26.7.22,2,0.00186
16.0,WT,Alanine,100.00,26.7.22,2,0.00266
16.0,WT,Alanine,200.00,26.7.22,2,0.00056
16.0,WT,Alanine,300.00,26.7.22,2,-0.00004
16.0,WT,Alanine,400.00,26.7.22,2,0.00356
16.0,WT,Alanine,500.00,26.7.22,2,0.00029
16.0,152,Alanine,0.00,26.7.22,2,0.23059
16.0,152,Alanine,10.00,26.7.22,2,0.22643
16.0,152,Alanine,25.00,26.7.22,2,0.18729
16.0,152,Alanine,50.00,26.7.22,2,0.17358
16.0,152,Alanine,75.00,26.7.22,2,0.15919
16.0,152,Alanine,100.00,26.7.22,2,0.15066
16.0,152,Alanine,200.00,26.7.22,2,0.13909
16.0,152,Alanine,300.00,26.7.22,2,0.12223
16.0,152,Alanine,400.00,26.7.22,2,0.12439
16.0,152,Alanine,500.00,26.7.22,2,0.11333
16.5,WT,Alanine,0.00,26.7.22,2,0.16573
16.5,WT,Alanine,10.00,26.7.22,2,0.03680
16.5,WT,Alanine,25.00,26.7.22,2,0.00080
16.5,WT,Alanine,50.00,26.7.22,2,0.00013
16.5,WT,Alanine,75.00,26.7.22,2,0.00070
16.5,WT,Alanine,100.00,26.7.22,2,0.00017
16.5,WT,Alanine,200.00,26.7.22,2,-0.00050
16.5,WT,Alanine,300.00,26.7.22,2,-0.00100
16.5,WT,Alanine,400.00,26.7.22,2,0.00267
16.5,WT,Alanine,500.00,26.7.22,2,-0.00123
16.5,152,Alanine,0.00,26.7.22,2,0.27437
16.5,152,Alanine,10.00,26.7.22,2,0.26230
16.5,152,Alanine,25.00,26.7.22,2,0.21737
16.5,152,Alanine,50.00,26.7.22,2,0.19860
16.5,152,Alanine,75.00,26.7.22,2,0.18323
16.5,152,Alanine,100.00,26.7.22,2,0.17253
16.5,152,Alanine,200.00,26.7.22,2,0.15917
16.5,152,Alanine,300.00,26.7.22,2,0.13977
16.5,152,Alanine,400.00,26.7.22,2,0.14333
16.5,152,Alanine,500.00,26.7.22,2,0.12950
17.0,WT,Alanine,0.00,26.7.22,2,0.19774
17.0,WT,Alanine,10.00,26.7.22,2,0.03914
17.0,WT,Alanine,25.00,26.7.22,2,-0.00043
17.0,WT,Alanine,50.00,26.7.22,2,-0.00116
17.0,WT,Alanine,75.00,26.7.22,2,-0.00066
17.0,WT,Alanine,100.00,26.7.22,2,-0.00116
17.0,WT,Alanine,200.00,26.7.22,2,-0.00193
17.0,WT,Alanine,300.00,26.7.22,2,-0.00243
17.0,WT,Alanine,400.00,26.7.22,2,-0.00063
17.0,WT,Alanine,500.00,26.7.22,2,-0.00283
17.0,152,Alanine,0.00,26.7.22,2,0.32541
17.0,152,Alanine,10.00,26.7.22,2,0.30461
17.0,152,Alanine,25.00,26.7.22,2,0.25254
17.0,152,Alanine,50.00,26.7.22,2,0.22738
17.0,152,Alanine,75.00,26.7.22,2,0.21064
17.0,152,Alanine,100.00,26.7.22,2,0.19904
17.0,152,Alanine,200.00,26.7.22,2,0.18301
17.0,152,Alanine,300.00,26.7.22,2,0.16014
17.0,152,Alanine,400.00,26.7.22,2,0.16474
17.0,152,Alanine,500.00,26.7.22,2,0.14978
17.5,WT,Alanine,0.00,26.7.22,2,0.22364
17.5,WT,Alanine,10.00,26.7.22,2,0.04418
17.5,WT,Alanine,25.00,26.7.22,2,0.00114
17.5,WT,Alanine,50.00,26.7.22,2,0.00041
17.5,WT,Alanine,75.00,26.7.22,2,0.00098
17.5,WT,Alanine,100.00,26.7.22,2,0.00014
17.5,WT,Alanine,200.00,26.7.22,2,-0.00059
17.5,WT,Alanine,300.00,26.7.22,2,-0.00103
17.5,WT,Alanine,400.00,26.7.22,2,0.00294
17.5,WT,Alanine,500.00,26.7.22,2,-0.00036
17.5,152,Alanine,0.00,26.7.22,2,0.38791
17.5,152,Alanine,10.00,26.7.22,2,0.35314
17.5,152,Alanine,25.00,26.7.22,2,0.29528
17.5,152,Alanine,50.00,26.7.22,2,0.26318
17.5,152,Alanine,75.00,26.7.22,2,0.24421
17.5,152,Alanine,100.00,26.7.22,2,0.23098
17.5,152,Alanine,200.00,26.7.22,2,0.21224
17.5,152,Alanine,300.00,26.7.22,2,0.18561
17.5,152,Alanine,400.00,26.7.22,2,0.19184
17.5,152,Alanine,500.00,26.7.22,2,0.17561
18.0,WT,Alanine,0.00,26.7.22,2,0.24010
18.0,WT,Alanine,10.00,26.7.22,2,0.04710
18.0,WT,Alanine,25.00,26.7.22,2,0.00057
18.0,WT,Alanine,50.00,26.7.22,2,-0.00027
18.0,WT,Alanine,75.00,26.7.22,2,0.00027
18.0,WT,Alanine,100.00,26.7.22,2,-0.00050
18.0,WT,Alanine,200.00,26.7.22,2,-0.00100
18.0,WT,Alanine,300.00,26.7.22,2,-0.00150
18.0,WT,Alanine,400.00,26.7.22,2,0.00253
18.0,WT,Alanine,500.00,26.7.22,2,-0.00220
18.0,152,Alanine,0.00,26.7.22,2,0.45387
18.0,152,Alanine,10.00,26.7.22,2,0.40350
18.0,152,Alanine,25.00,26.7.22,2,0.33900
18.0,152,Alanine,50.00,26.7.22,2,0.30090
18.0,152,Alanine,75.00,26.7.22,2,0.27950
18.0,152,Alanine,100.00,26.7.22,2,0.26493
18.0,152,Alanine,200.00,26.7.22,2,0.24260
18.0,152,Alanine,300.00,26.7.22,2,0.21227
18.0,152,Alanine,400.00,26.7.22,2,0.21963
18.0,152,Alanine,500.00,26.7.22,2,0.20197
18.5,WT,Alanine,0.00,26.7.22,2,0.25298
18.5,WT,Alanine,10.00,26.7.22,2,0.05088
18.5,WT,Alanine,25.00,26.7.22,2,0.00017
18.5,WT,Alanine,50.00,26.7.22,2,-0.00033
18.5,WT,Alanine,75.00,26.7.22,2,0.00008
18.5,WT,Alanine,100.00,26.7.22,2,-0.00059
18.5,WT,Alanine,200.00,26.7.22,2,-0.00126
18.5,WT,Alanine,300.00,26.7.22,2,-0.00193
18.5,WT,Alanine,400.00,26.7.22,2,0.00151
18.5,WT,Alanine,500.00,26.7.22,2,-0.00249
18.5,152,Alanine,0.00,26.7.22,2,0.52998
18.5,152,Alanine,10.00,26.7.22,2,0.45951
18.5,152,Alanine,25.00,26.7.22,2,0.38734
18.5,152,Alanine,50.00,26.7.22,2,0.34373
18.5,152,Alanine,75.00,26.7.22,2,0.32054
18.5,152,Alanine,100.00,26.7.22,2,0.30374
18.5,152,Alanine,200.00,26.7.22,2,0.27821
18.5,152,Alanine,300.00,26.7.22,2,0.24388
18.5,152,Alanine,400.00,26.7.22,2,0.25248
18.5,152,Alanine,500.00,26.7.22,2,0.23281
19.0,WT,Alanine,0.00,26.7.22,2,0.26589
19.0,WT,Alanine,10.00,26.7.22,2,0.05709
19.0,WT,Alanine,25.00,26.7.22,2,0.00209
19.0,WT,Alanine,50.00,26.7.22,2,0.00139
19.0,WT,Alanine,75.00,26.7.22,2,0.00179
19.0,WT,Alanine,100.00,26.7.22,2,0.00119
19.0,WT,Alanine,200.00,26.7.22,2,0.00039
19.0,WT,Alanine,300.00,26.7.22,2,-0.00014
19.0,WT,Alanine,400.00,26.7.22,2,0.00312
19.0,WT,Alanine,500.00,26.7.22,2,-0.00041
19.0,152,Alanine,0.00,26.7.22,2,0.61523
19.0,152,Alanine,10.00,26.7.22,2,0.52206
19.0,152,Alanine,25.00,26.7.22,2,0.44106
19.0,152,Alanine,50.00,26.7.22,2,0.39248
19.0,152,Alanine,75.00,26.7.22,2,0.36673
19.0,152,Alanine,100.00,26.7.22,2,0.34893
19.0,152,Alanine,200.00,26.7.22,2,0.31969
19.0,152,Alanine,300.00,26.7.22,2,0.28013
19.0,152,Alanine,400.00,26.7.22,2,0.29013
19.0,152,Alanine,500.00,26.7.22,2,0.26993
19.5,WT,Alanine,0.00,26.7.22,2,0.27509
19.5,WT,Alanine,10.00,26.7.22,2,0.06159
19.5,WT,Alanine,25.00,26.7.22,2,0.00229
19.5,WT,Alanine,50.00,26.7.22,2,0.00159
19.5,WT,Alanine,75.00,26.7.22,2,0.00209
19.5,WT,Alanine,100.00,26.7.22,2,0.00143
19.5,WT,Alanine,200.00,26.7.22,2,0.00076
19.5,WT,Alanine,300.00,26.7.22,2,-0.00004
19.5,WT,Alanine,400.00,26.7.22,2,0.00356
